payment_date,client_id,invoice_number,billing_entity,ar_account,currency,exchange_rate,amount,account,Location,transtype,comment,Card Reference,reasoncode,sepaprovider,invoice #,payment #,Memo
19/09/2025,3990,3990-DDI00314,Ndevor Systems Ltd : Phorest Ireland,11010 Accounts Receivable : Trade Debtors,EUR,1.0,362.16,10010 Bank : BOI current a/c EUR # 17013705,Ireland(Rep.),CARDSUCCESS,DDCARD PAYMENT:MES078331854256631920,,2.0,nan,CPMT: 3990-3990-DDI00314,CPMT: 3990-3990-DDI00314-19/09/2025,
19/09/2025,9787,9787-DDI00182,Ndevor Systems Ltd : Phorest Ireland,11010 Accounts Receivable : Trade Debtors,EUR,1.0,157.51,10010 Bank : BOI current a/c EUR # 17013705,Ireland(Rep.),CARDSUCCESS,DDCARD PAYMENT:MES184513393937443936,,2.0,nan,CPMT: 9787-9787-DDI00182,CPMT: 9787-9787-DDI00182-19/09/2025,
19/09/2025,61024,61024-DDI00027,Ndevor Systems Ltd : Phorest Ireland,11010 Accounts Receivable : Trade Debtors,EUR,1.0,121.77,10010 Bank : BOI current a/c EUR # 17013705,Ireland(Rep.),CARDSUCCESS,DDCARD PAYMENT:MES573431121967532135,,2.0,nan,CPMT: 61024-61024-DDI00027,CPMT: 61024-61024-DDI00027-19/09/2025,
22/09/2025,37103,37103-DDI00103,Ndevor Systems Ltd : Phorest Ireland,11010 Accounts Receivable : Trade Debtors,EUR,1.0,375.4,10010 Bank : BOI current a/c EUR # 17013705,Ireland(Rep.),MANUAL,CASHBOOK,,2.0,nan,CPMT: 37103-37103-DDI00103,CPMT: 37103-37103-DDI00103-22/09/2025,
22/09/2025,37106,37106-DDI00102,Ndevor Systems Ltd : Phorest Ireland,11010 Accounts Receivable : Trade Debtors,EUR,1.0,238.85,10010 Bank : BOI current a/c EUR # 17013705,Ireland(Rep.),MANUAL,CASHBOOK,,2.0,nan,CPMT: 37106-37106-DDI00102,CPMT: 37106-37106-DDI00102-22/09/2025,
22/09/2025,20825,20825-DDI00147,Ndevor Systems Ltd : Phorest Ireland,11010 Accounts Receivable : Trade Debtors,EUR,1.0,170.97,10010 Bank : BOI current a/c EUR # 17013705,Ireland(Rep.),MANUAL,CASHBOOK,,2.0,nan,CPMT: 20825-20825-DDI00147,CPMT: 20825-20825-DDI00147-22/09/2025,
26/09/2025,31366,31366-DDI00114,Ndevor Systems Ltd : Phorest Ireland,11010 Accounts Receivable : Trade Debtors,EUR,1.0,772.49,10010 Bank : BOI current a/c EUR # 17013705,Ireland(Rep.),MANUAL,CASHBOOK,,2.0,nan,CPMT: 31366-31366-DDI00114,CPMT: 31366-31366-DDI00114-26/09/2025,
29/09/2025,76539,76539-DDI00016,Ndevor Systems Ltd : Phorest Ireland,11010 Accounts Receivable : Trade Debtors,EUR,1.0,329.45,10010 Bank : BOI current a/c EUR # 17013705,Germany,CARDSUCCESS,CARD PAYMENT : Ausstehende Phorest GebÃ¼hren,2.0,2.0,ch_3SCfPzIdctIUMwHT0g5pUniV,CPMT: 76539-76539-DDI00016,CPMT: 76539-76539-DDI00016-29/09/2025,
02/10/2025,33296,33296-DDI00094,Ndevor Systems Ltd : Phorest Ireland,11010 Accounts Receivable : Trade Debtors,EUR,1.0,396.08,10010 Bank : BOI current a/c EUR # 17013705,Ireland(Rep.),CARDSUCCESS,CARD PAYMENT : Arrears,2.0,2.0,nan,CPMT: 33296-33296-DDI00094,CPMT: 33296-33296-DDI00094-02/10/2025,
14/10/2025,2058,2058-DDI00282,Ndevor Systems Ltd : Phorest Ireland,11010 Accounts Receivable : Trade Debtors,EUR,1.0,255.53,10010 Bank : BOI current a/c EUR # 17013705,Ireland(Rep.),CARDSUCCESS,DDCARD PAYMENT:MESDDD9R9D399T13K7117,2.0,2.0,ch_3SIASFIdctIUMwHT1qwWgO2q,CPMT: 2058-2058-DDI00282,CPMT: 2058-2058-DDI00282-14/10/2025,
14/10/2025,5821,5821-DDI00302,Ndevor Systems Ltd : Phorest Ireland,11010 Accounts Receivable : Trade Debtors,EUR,1.0,345.86,10010 Bank : BOI current a/c EUR # 17013705,Ireland(Rep.),CARDSUCCESS,DDCARD PAYMENT:MESDDD0UB67N9536TU2JY,2.0,2.0,ch_3SIASHIdctIUMwHT2uZIF1Ic,CPMT: 5821-5821-DDI00302,CPMT: 5821-5821-DDI00302-14/10/2025,
14/10/2025,7061,7061-DDI00216,Ndevor Systems Ltd : Phorest Ireland,11010 Accounts Receivable : Trade Debtors,EUR,1.0,320.5,10010 Bank : BOI current a/c EUR # 17013705,Ireland(Rep.),CARDSUCCESS,DDCARD PAYMENT:MESDDDE2X8S015ZDIIXR8,2.0,2.0,ch_3SIASKIdctIUMwHT29bLi8dh,CPMT: 7061-7061-DDI00216,CPMT: 7061-7061-DDI00216-14/10/2025,
14/10/2025,9187,9187-DDI00204,Ndevor Systems Ltd : Phorest Ireland,11010 Accounts Receivable : Trade Debtors,EUR,1.0,452.06000000000006,10010 Bank : BOI current a/c EUR # 17013705,Ireland(Rep.),CARDSUCCESS,DDCARD PAYMENT:MESDDD8JS3G5HBV6F0M6I,2.0,2.0,ch_3SIASMIdctIUMwHT2u4nlk9B,CPMT: 9187-9187-DDI00204,CPMT: 9187-9187-DDI00204-14/10/2025,
14/10/2025,10824,10824-DDI00118,Ndevor Systems Ltd : Phorest Ireland,11010 Accounts Receivable : Trade Debtors,EUR,1.0,674.6600000000001,10010 Bank : BOI current a/c EUR # 17013705,Ireland(Rep.),CARDSUCCESS,DDCARD PAYMENT:MESDDDMQIJ5MW5796QH54,2.0,2.0,ch_3SIASOIdctIUMwHT2ByuYIiq,CPMT: 10824-10824-DDI00118,CPMT: 10824-10824-DDI00118-14/10/2025,
14/10/2025,14376,14376-DDI00176,Ndevor Systems Ltd : Phorest Ireland,11010 Accounts Receivable : Trade Debtors,EUR,1.0,96.92,10010 Bank : BOI current a/c EUR # 17013705,Ireland(Rep.),CARDSUCCESS,DDCARD PAYMENT:MESDDDH5QMOE36F766C6J,2.0,2.0,ch_3SIASTIdctIUMwHT1vnk0cpp,CPMT: 14376-14376-DDI00176,CPMT: 14376-14376-DDI00176-14/10/2025,
14/10/2025,14934,14934-DDI00152,Ndevor Systems Ltd : Phorest Ireland,11010 Accounts Receivable : Trade Debtors,EUR,1.0,346.98,10010 Bank : BOI current a/c EUR # 17013705,Ireland(Rep.),CARDSUCCESS,DDCARD PAYMENT:MESDDD7871615509D6C64,2.0,2.0,ch_3SIASVIdctIUMwHT00ZRjX9X,CPMT: 14934-14934-DDI00152,CPMT: 14934-14934-DDI00152-14/10/2025,
14/10/2025,19744,19744-DDI00171,Ndevor Systems Ltd : Phorest Ireland,11010 Accounts Receivable : Trade Debtors,EUR,1.0,146.12,10010 Bank : BOI current a/c EUR # 17013705,Ireland(Rep.),CARDSUCCESS,DDCARD PAYMENT:MESDDD543AT01OC0E8BU1,2.0,2.0,ch_3SIASYIdctIUMwHT27KsPczL,CPMT: 19744-19744-DDI00171,CPMT: 19744-19744-DDI00171-14/10/2025,
14/10/2025,73018,73018-DDI00019,Ndevor Systems Ltd : Phorest Ireland,11010 Accounts Receivable : Trade Debtors,EUR,1.0,261.13,10010 Bank : BOI current a/c EUR # 17013705,Ireland(Rep.),CARDSUCCESS,DDCARD PAYMENT:MESDDDB8VE6Z64C67DL14,2.0,2.0,ch_3SIASfIdctIUMwHT1A4avW77,CPMT: 73018-73018-DDI00019,CPMT: 73018-73018-DDI00019-14/10/2025,
14/10/2025,36731,36731-DDI00109,Ndevor Systems Ltd : Phorest Ireland,11010 Accounts Receivable : Trade Debtors,EUR,1.0,366.54,10010 Bank : BOI current a/c EUR # 17013705,Ireland(Rep.),CARDSUCCESS,DDCARD PAYMENT:MESDDD9PF3W4UF695GMCP,2.0,2.0,ch_3SIATLIdctIUMwHT129fSL5f,CPMT: 36731-36731-DDI00109,CPMT: 36731-36731-DDI00109-14/10/2025,
14/10/2025,50068,50068-DDI00058,Ndevor Systems Ltd : Phorest Ireland,11010 Accounts Receivable : Trade Debtors,EUR,1.0,249.33,10010 Bank : BOI current a/c EUR # 17013705,Ireland(Rep.),CARDSUCCESS,DDCARD PAYMENT:MESDDD88F8Z5S75480AAN,2.0,2.0,ch_3SIATYIdctIUMwHT2Q0SdcEj,CPMT: 50068-50068-DDI00058,CPMT: 50068-50068-DDI00058-14/10/2025,
14/10/2025,84456,84456-DDI00006,Ndevor Systems Ltd : Phorest Ireland,11010 Accounts Receivable : Trade Debtors,EUR,1.0,168.89,10010 Bank : BOI current a/c EUR # 17013705,Ireland(Rep.),CARDSUCCESS,DDCARD PAYMENT:MESDDDR5K78NHUT4KQV38,2.0,2.0,ch_3SIATiIdctIUMwHT1ne9mV9G,CPMT: 84456-84456-DDI00006,CPMT: 84456-84456-DDI00006-14/10/2025,
14/10/2025,1926,1926-DDI00352,Ndevor Systems Ltd : Phorest Ireland,11010 Accounts Receivable : Trade Debtors,EUR,1.0,337.18,10010 Bank : BOI current a/c EUR # 17013705,Ireland(Rep.),CARDSUCCESS,DDCARD PAYMENT:MESDDDU889643GMQ65PC4,2.0,2.0,ch_3SIATpIdctIUMwHT2yiMEnHD,CPMT: 1926-1926-DDI00352,CPMT: 1926-1926-DDI00352-14/10/2025,
14/10/2025,2640,2640-DDI00313,Ndevor Systems Ltd : Phorest Ireland,11010 Accounts Receivable : Trade Debtors,EUR,1.0,324.01,10010 Bank : BOI current a/c EUR # 17013705,Ireland(Rep.),CARDSUCCESS,DDCARD PAYMENT:MESDDDAEE9KJSX67B56JZ,2.0,2.0,ch_3SIATuIdctIUMwHT0TsSreNq,CPMT: 2640-2640-DDI00313,CPMT: 2640-2640-DDI00313-14/10/2025,
14/10/2025,2761,2761-DDI00271,Ndevor Systems Ltd : Phorest Ireland,11010 Accounts Receivable : Trade Debtors,EUR,1.0,96.19,10010 Bank : BOI current a/c EUR # 17013705,Ireland(Rep.),CARDSUCCESS,DDCARD PAYMENT:MESDDD0HCNS5IPQ3GXR3A,2.0,2.0,ch_3SIATwIdctIUMwHT2wwg5EBU,CPMT: 2761-2761-DDI00271,CPMT: 2761-2761-DDI00271-14/10/2025,
14/10/2025,3032,3032-DDI00322,Ndevor Systems Ltd : Phorest Ireland,11010 Accounts Receivable : Trade Debtors,EUR,1.0,330.53,10010 Bank : BOI current a/c EUR # 17013705,Ireland(Rep.),CARDSUCCESS,DDCARD PAYMENT:MESDDDJ3R5V5A92XL4783,2.0,2.0,ch_3SIATzIdctIUMwHT2pOmyBJF,CPMT: 3032-3032-DDI00322,CPMT: 3032-3032-DDI00322-14/10/2025,
14/10/2025,3156,3156-DDI00261,Ndevor Systems Ltd : Phorest Ireland,11010 Accounts Receivable : Trade Debtors,EUR,1.0,146.37,10010 Bank : BOI current a/c EUR # 17013705,Ireland(Rep.),CARDSUCCESS,DDCARD PAYMENT:MESDDDD1977C0KS4W1F4P,2.0,2.0,ch_3SIAU1IdctIUMwHT0s8KN66v,CPMT: 3156-3156-DDI00261,CPMT: 3156-3156-DDI00261-14/10/2025,
14/10/2025,3200,3200-DDI00296,Ndevor Systems Ltd : Phorest Ireland,11010 Accounts Receivable : Trade Debtors,EUR,1.0,351.01,10010 Bank : BOI current a/c EUR # 17013705,Ireland(Rep.),CARDSUCCESS,DDCARD PAYMENT:MESDDD61WUKW36210GOMI,2.0,2.0,ch_3SIAU3IdctIUMwHT2mv8Cdi1,CPMT: 3200-3200-DDI00296,CPMT: 3200-3200-DDI00296-14/10/2025,
14/10/2025,3234,3234-DDI00300,Ndevor Systems Ltd : Phorest Ireland,11010 Accounts Receivable : Trade Debtors,EUR,1.0,164.4,10010 Bank : BOI current a/c EUR # 17013705,Ireland(Rep.),CARDSUCCESS,DDCARD PAYMENT:MESDDDXNOVQ05765I4CY6,2.0,2.0,ch_3SIAU6IdctIUMwHT1MSrP1Dy,CPMT: 3234-3234-DDI00300,CPMT: 3234-3234-DDI00300-14/10/2025,
14/10/2025,3337,3337-DDI00268,Ndevor Systems Ltd : Phorest Ireland,11010 Accounts Receivable : Trade Debtors,EUR,1.0,281.71,10010 Bank : BOI current a/c EUR # 17013705,Ireland(Rep.),CARDSUCCESS,DDCARD PAYMENT:MESDDDFRKFP52I1R3606F,2.0,2.0,ch_3SIAU8IdctIUMwHT19EgLbqn,CPMT: 3337-3337-DDI00268,CPMT: 3337-3337-DDI00268-14/10/2025,
14/10/2025,3399,3399-DDI00317,Ndevor Systems Ltd : Phorest Ireland,11010 Accounts Receivable : Trade Debtors,EUR,1.0,251.79,10010 Bank : BOI current a/c EUR # 17013705,Ireland(Rep.),CARDSUCCESS,DDCARD PAYMENT:MESDDD93HA3MO9FP48E5B,2.0,2.0,ch_3SIAUCIdctIUMwHT23hCILBM,CPMT: 3399-3399-DDI00317,CPMT: 3399-3399-DDI00317-14/10/2025,
14/10/2025,3413,3413-DDI00317,Ndevor Systems Ltd : Phorest Ireland,11010 Accounts Receivable : Trade Debtors,EUR,1.0,170.72,10010 Bank : BOI current a/c EUR # 17013705,Ireland(Rep.),CARDSUCCESS,DDCARD PAYMENT:MESDDDBFHB21KLZ391T59,2.0,2.0,ch_3SIAUEIdctIUMwHT0RheLmWl,CPMT: 3413-3413-DDI00317,CPMT: 3413-3413-DDI00317-14/10/2025,
14/10/2025,3527,3527-DDI00263,Ndevor Systems Ltd : Phorest Ireland,11010 Accounts Receivable : Trade Debtors,EUR,1.0,278.57,10010 Bank : BOI current a/c EUR # 17013705,Ireland(Rep.),CARDSUCCESS,DDCARD PAYMENT:MESDDD4D9O01F6Z40NY21,2.0,2.0,ch_3SIAUHIdctIUMwHT1hhKFOiX,CPMT: 3527-3527-DDI00263,CPMT: 3527-3527-DDI00263-14/10/2025,
14/10/2025,3543,3543-DDI00280,Ndevor Systems Ltd : Phorest Ireland,11010 Accounts Receivable : Trade Debtors,EUR,1.0,184.96,10010 Bank : BOI current a/c EUR # 17013705,Ireland(Rep.),CARDSUCCESS,DDCARD PAYMENT:MESDDDV3X9549S4C502KO,2.0,2.0,ch_3SIAUJIdctIUMwHT2k7BidIO,CPMT: 3543-3543-DDI00280,CPMT: 3543-3543-DDI00280-14/10/2025,
14/10/2025,3581,3581-DDI00299,Ndevor Systems Ltd : Phorest Ireland,11010 Accounts Receivable : Trade Debtors,EUR,1.0,281.28,10010 Bank : BOI current a/c EUR # 17013705,Ireland(Rep.),CARDSUCCESS,DDCARD PAYMENT:MESDDDR548255FE2WHGU2,2.0,2.0,ch_3SIAULIdctIUMwHT1wFFycGO,CPMT: 3581-3581-DDI00299,CPMT: 3581-3581-DDI00299-14/10/2025,
14/10/2025,3606,3606-DDI00260,Ndevor Systems Ltd : Phorest Ireland,11010 Accounts Receivable : Trade Debtors,EUR,1.0,149.69,10010 Bank : BOI current a/c EUR # 17013705,Ireland(Rep.),CARDSUCCESS,DDCARD PAYMENT:MESDDD1023FU463S830UQ,2.0,2.0,ch_3SIAUQIdctIUMwHT1FCRl53s,CPMT: 3606-3606-DDI00260,CPMT: 3606-3606-DDI00260-14/10/2025,
14/10/2025,3624,3624-DDI00297,Ndevor Systems Ltd : Phorest Ireland,11010 Accounts Receivable : Trade Debtors,EUR,1.0,306.76,10010 Bank : BOI current a/c EUR # 17013705,Ireland(Rep.),CARDSUCCESS,DDCARD PAYMENT:MESDDD092CHN015003MA7,2.0,2.0,ch_3SIAUTIdctIUMwHT01knx2wf,CPMT: 3624-3624-DDI00297,CPMT: 3624-3624-DDI00297-14/10/2025,
14/10/2025,3971,3971-DDI00252,Ndevor Systems Ltd : Phorest Ireland,11010 Accounts Receivable : Trade Debtors,EUR,1.0,98.89,10010 Bank : BOI current a/c EUR # 17013705,Ireland(Rep.),CARDSUCCESS,DDCARD PAYMENT:MESDDDWE89O54J7R4FV5H,2.0,2.0,ch_3SIAUaIdctIUMwHT1sttC86T,CPMT: 3971-3971-DDI00252,CPMT: 3971-3971-DDI00252-14/10/2025,
14/10/2025,4135,4135-DDI00308,Ndevor Systems Ltd : Phorest Ireland,11010 Accounts Receivable : Trade Debtors,EUR,1.0,307.22,10010 Bank : BOI current a/c EUR # 17013705,Ireland(Rep.),CARDSUCCESS,DDCARD PAYMENT:MESDDD8V876T7QBI76K27,2.0,2.0,ch_3SIAUfIdctIUMwHT05HLvGUL,CPMT: 4135-4135-DDI00308,CPMT: 4135-4135-DDI00308-14/10/2025,
14/10/2025,4273,4273-DDI00281,Ndevor Systems Ltd : Phorest Ireland,11010 Accounts Receivable : Trade Debtors,EUR,1.0,134.25,10010 Bank : BOI current a/c EUR # 17013705,Ireland(Rep.),CARDSUCCESS,DDCARD PAYMENT:MESDDD7U578D51W27HN3B,2.0,2.0,ch_3SIAUhIdctIUMwHT0AZW7MNS,CPMT: 4273-4273-DDI00281,CPMT: 4273-4273-DDI00281-14/10/2025,
14/10/2025,4318,4318-DDI00293,Ndevor Systems Ltd : Phorest Ireland,11010 Accounts Receivable : Trade Debtors,EUR,1.0,351.95,10010 Bank : BOI current a/c EUR # 17013705,Ireland(Rep.),CARDSUCCESS,DDCARD PAYMENT:MESDDDF38FQL118RCTILA,2.0,2.0,ch_3SIAUjIdctIUMwHT1KRdiS85,CPMT: 4318-4318-DDI00293,CPMT: 4318-4318-DDI00293-14/10/2025,
14/10/2025,4402,4402-DDI00245,Ndevor Systems Ltd : Phorest Ireland,11010 Accounts Receivable : Trade Debtors,EUR,1.0,164.16,10010 Bank : BOI current a/c EUR # 17013705,Ireland(Rep.),CARDSUCCESS,DDCARD PAYMENT:MESDDDEZKD230392X7L63,2.0,2.0,ch_3SIAUoIdctIUMwHT05ujU03d,CPMT: 4402-4402-DDI00245,CPMT: 4402-4402-DDI00245-14/10/2025,
14/10/2025,4403,4403-DDI00271,Ndevor Systems Ltd : Phorest Ireland,11010 Accounts Receivable : Trade Debtors,EUR,1.0,546.94,10010 Bank : BOI current a/c EUR # 17013705,Ireland(Rep.),CARDSUCCESS,DDCARD PAYMENT:MESDDD6DC7L9FR03H118L,2.0,2.0,ch_3SIAUqIdctIUMwHT1H3UPESv,CPMT: 4403-4403-DDI00271,CPMT: 4403-4403-DDI00271-14/10/2025,
14/10/2025,5239,5239-DDI00282,Ndevor Systems Ltd : Phorest Ireland,11010 Accounts Receivable : Trade Debtors,EUR,1.0,207.62,10010 Bank : BOI current a/c EUR # 17013705,Ireland(Rep.),CARDSUCCESS,DDCARD PAYMENT:MESDDDZ1IJFAD288G3Q6G,2.0,2.0,ch_3SIAUtIdctIUMwHT24bMgQvI,CPMT: 5239-5239-DDI00282,CPMT: 5239-5239-DDI00282-14/10/2025,
14/10/2025,6083,6083-DDI00209,Ndevor Systems Ltd : Phorest Ireland,11010 Accounts Receivable : Trade Debtors,EUR,1.0,281.2,10010 Bank : BOI current a/c EUR # 17013705,Ireland(Rep.),CARDSUCCESS,DDCARD PAYMENT:MESDDD43O063CRP2998U7,2.0,2.0,ch_3SIAUvIdctIUMwHT0vCTLJiO,CPMT: 6083-6083-DDI00209,CPMT: 6083-6083-DDI00209-14/10/2025,
14/10/2025,6228,6228-DDI00210,Ndevor Systems Ltd : Phorest Ireland,11010 Accounts Receivable : Trade Debtors,EUR,1.0,98.89,10010 Bank : BOI current a/c EUR # 17013705,Ireland(Rep.),CARDSUCCESS,DDCARD PAYMENT:MESDDDPNV4S613VKQ41RI,2.0,2.0,ch_3SIAUxIdctIUMwHT2iZ3jDfg,CPMT: 6228-6228-DDI00210,CPMT: 6228-6228-DDI00210-14/10/2025,
14/10/2025,6291,6291-DDI00195,Ndevor Systems Ltd : Phorest Ireland,11010 Accounts Receivable : Trade Debtors,EUR,1.0,170.72,10010 Bank : BOI current a/c EUR # 17013705,Ireland(Rep.),CARDSUCCESS,DDCARD PAYMENT:MESDDD0RG688T64F087P8,2.0,2.0,ch_3SIAV0IdctIUMwHT09e7PGIO,CPMT: 6291-6291-DDI00195,CPMT: 6291-6291-DDI00195-14/10/2025,
14/10/2025,6361,6361-DDI00255,Ndevor Systems Ltd : Phorest Ireland,11010 Accounts Receivable : Trade Debtors,EUR,1.0,176.01,10010 Bank : BOI current a/c EUR # 17013705,Ireland(Rep.),CARDSUCCESS,DDCARD PAYMENT:MESDDD4A8W3674NZZD4U6,2.0,2.0,ch_3SIAV2IdctIUMwHT0nF6PjnE,CPMT: 6361-6361-DDI00255,CPMT: 6361-6361-DDI00255-14/10/2025,
14/10/2025,6547,6547-DDI00227,Ndevor Systems Ltd : Phorest Ireland,11010 Accounts Receivable : Trade Debtors,EUR,1.0,207.62,10010 Bank : BOI current a/c EUR # 17013705,Ireland(Rep.),CARDSUCCESS,DDCARD PAYMENT:MESDDDU7VB4F9MDW0M961,2.0,2.0,ch_3SIAV7IdctIUMwHT1QTZ8smo,CPMT: 6547-6547-DDI00227,CPMT: 6547-6547-DDI00227-14/10/2025,
14/10/2025,6664,6664-DDI00227,Ndevor Systems Ltd : Phorest Ireland,11010 Accounts Receivable : Trade Debtors,EUR,1.0,272.54,10010 Bank : BOI current a/c EUR # 17013705,Ireland(Rep.),CARDSUCCESS,DDCARD PAYMENT:MESDDD10VRMQOT111GPJ2,2.0,2.0,ch_3SIAV9IdctIUMwHT03yrIpJs,CPMT: 6664-6664-DDI00227,CPMT: 6664-6664-DDI00227-14/10/2025,
14/10/2025,6918,6918-DDI00208,Ndevor Systems Ltd : Phorest Ireland,11010 Accounts Receivable : Trade Debtors,EUR,1.0,236.64,10010 Bank : BOI current a/c EUR # 17013705,Ireland(Rep.),CARDSUCCESS,DDCARD PAYMENT:MESDDDU04D52IT4085J44,2.0,2.0,ch_3SIAVCIdctIUMwHT1iZyFaHB,CPMT: 6918-6918-DDI00208,CPMT: 6918-6918-DDI00208-14/10/2025,
14/10/2025,7200,7200-DDI00241,Ndevor Systems Ltd : Phorest Ireland,11010 Accounts Receivable : Trade Debtors,EUR,1.0,157.42,10010 Bank : BOI current a/c EUR # 17013705,Ireland(Rep.),CARDSUCCESS,DDCARD PAYMENT:MESDDDP40U1952X0M20B8,2.0,2.0,ch_3SIAVEIdctIUMwHT0iGzmiRY,CPMT: 7200-7200-DDI00241,CPMT: 7200-7200-DDI00241-14/10/2025,
14/10/2025,7252,7252-DDI00247,Ndevor Systems Ltd : Phorest Ireland,11010 Accounts Receivable : Trade Debtors,EUR,1.0,146.37,10010 Bank : BOI current a/c EUR # 17013705,Ireland(Rep.),CARDSUCCESS,DDCARD PAYMENT:MESDDD3Y401J156Q39456,2.0,2.0,ch_3SIAVGIdctIUMwHT1K5qicD9,CPMT: 7252-7252-DDI00247,CPMT: 7252-7252-DDI00247-14/10/2025,
14/10/2025,7268,7268-DDI00262,Ndevor Systems Ltd : Phorest Ireland,11010 Accounts Receivable : Trade Debtors,EUR,1.0,170.04,10010 Bank : BOI current a/c EUR # 17013705,Ireland(Rep.),CARDSUCCESS,DDCARD PAYMENT:MESDDD4613P9H3566OREE,2.0,2.0,ch_3SIAVJIdctIUMwHT0hbSrR67,CPMT: 7268-7268-DDI00262,CPMT: 7268-7268-DDI00262-14/10/2025,
14/10/2025,7660,7660-DDI00182,Ndevor Systems Ltd : Phorest Ireland,11010 Accounts Receivable : Trade Debtors,EUR,1.0,172.47,10010 Bank : BOI current a/c EUR # 17013705,Ireland(Rep.),CARDSUCCESS,DDCARD PAYMENT:MESDDD01NS15C83F2ZCR0,2.0,2.0,ch_3SIAVLIdctIUMwHT2LKORWFY,CPMT: 7660-7660-DDI00182,CPMT: 7660-7660-DDI00182-14/10/2025,
14/10/2025,7724,7724-DDI00131,Ndevor Systems Ltd : Phorest Ireland,11010 Accounts Receivable : Trade Debtors,EUR,1.0,98.89,10010 Bank : BOI current a/c EUR # 17013705,Ireland(Rep.),CARDSUCCESS,DDCARD PAYMENT:MESDDDH172KYZIR1T2C31,2.0,2.0,ch_3SIAVNIdctIUMwHT1ZZDE5KQ,CPMT: 7724-7724-DDI00131,CPMT: 7724-7724-DDI00131-14/10/2025,
14/10/2025,7808,7808-DDI00194,Ndevor Systems Ltd : Phorest Ireland,11010 Accounts Receivable : Trade Debtors,EUR,1.0,378.61,10010 Bank : BOI current a/c EUR # 17013705,Ireland(Rep.),CARDSUCCESS,DDCARD PAYMENT:MESDDD21AD6YC4R0443PB,2.0,2.0,ch_3SIAVSIdctIUMwHT2yENsRU3,CPMT: 7808-7808-DDI00194,CPMT: 7808-7808-DDI00194-14/10/2025,
14/10/2025,7998,7998-DDI00191,Ndevor Systems Ltd : Phorest Ireland,11010 Accounts Receivable : Trade Debtors,EUR,1.0,98.89,10010 Bank : BOI current a/c EUR # 17013705,Ireland(Rep.),CARDSUCCESS,DDCARD PAYMENT:MESDDDCH63OF4D68S1OHS,2.0,2.0,ch_3SIAVUIdctIUMwHT1cMWNCjN,CPMT: 7998-7998-DDI00191,CPMT: 7998-7998-DDI00191-14/10/2025,
14/10/2025,8045,8045-DDI00251,Ndevor Systems Ltd : Phorest Ireland,11010 Accounts Receivable : Trade Debtors,EUR,1.0,278.66,10010 Bank : BOI current a/c EUR # 17013705,Ireland(Rep.),CARDSUCCESS,DDCARD PAYMENT:MESDDD8RYMF51G44L9K7X,2.0,2.0,ch_3SIAVXIdctIUMwHT2twS3WtU,CPMT: 8045-8045-DDI00251,CPMT: 8045-8045-DDI00251-14/10/2025,
14/10/2025,10796,10796-DDI00115,Ndevor Systems Ltd : Phorest Ireland,11010 Accounts Receivable : Trade Debtors,EUR,1.0,136.2,10010 Bank : BOI current a/c EUR # 17013705,Ireland(Rep.),CARDSUCCESS,DDCARD PAYMENT:MESDDDRI1769L62M8379W,2.0,2.0,ch_3SIAacIdctIUMwHT0i1ZhIEk,CPMT: 10796-10796-DDI00115,CPMT: 10796-10796-DDI00115-14/10/2025,
14/10/2025,8092,8092-DDI00206,Ndevor Systems Ltd : Phorest Ireland,11010 Accounts Receivable : Trade Debtors,EUR,1.0,169.03,10010 Bank : BOI current a/c EUR # 17013705,Ireland(Rep.),CARDSUCCESS,DDCARD PAYMENT:MESDDDT6BLAN29Y1Y35Z1,2.0,2.0,ch_3SIAVZIdctIUMwHT29XpeCVc,CPMT: 8092-8092-DDI00206,CPMT: 8092-8092-DDI00206-14/10/2025,
14/10/2025,8143,8143-DDI00246,Ndevor Systems Ltd : Phorest Ireland,11010 Accounts Receivable : Trade Debtors,EUR,1.0,235.78,10010 Bank : BOI current a/c EUR # 17013705,Ireland(Rep.),CARDSUCCESS,DDCARD PAYMENT:MESDDDHG9K8O4SOV9M9VU,2.0,2.0,ch_3SIAVbIdctIUMwHT0CFArNwz,CPMT: 8143-8143-DDI00246,CPMT: 8143-8143-DDI00246-14/10/2025,
14/10/2025,8220,8220-DDI00221,Ndevor Systems Ltd : Phorest Ireland,11010 Accounts Receivable : Trade Debtors,EUR,1.0,140.54,10010 Bank : BOI current a/c EUR # 17013705,Ireland(Rep.),CARDSUCCESS,DDCARD PAYMENT:MESDDD9S2763P89Y0XU75,2.0,2.0,ch_3SIAVeIdctIUMwHT2JFNA5QP,CPMT: 8220-8220-DDI00221,CPMT: 8220-8220-DDI00221-14/10/2025,
14/10/2025,8319,8319-DDI00199,Ndevor Systems Ltd : Phorest Ireland,11010 Accounts Receivable : Trade Debtors,EUR,1.0,239.83,10010 Bank : BOI current a/c EUR # 17013705,Ireland(Rep.),CARDSUCCESS,DDCARD PAYMENT:MESDDD0G524U9QB8E795H,2.0,2.0,ch_3SIAVjIdctIUMwHT229dHEpq,CPMT: 8319-8319-DDI00199,CPMT: 8319-8319-DDI00199-14/10/2025,
